Species,River,River_GFE_ID,GFE_ID,WATERSHED_CDE,DFO,CU,BroodYear,area_km2,ln_area_km2,ln_area_km2_std,Spawners,logS,Recruits,Returns,recruitPerSpawner,ln_RS,ECA_age_proxy,ECA_age_proxy_forested_only,ECA_age_proxy_forested_only_std,disturbedarea_m2_3005,disturbedarea_m2_cs,disturbedarea_prct_cs,lake_cover_pct,var_eaubc_KFACTOR,var_eaubc_MELTONS_R,vri_bec_zone,npgo,portion_reporting_vri_cover1_missing,hatchery_enhancement,year_of_enhacement,forested_area_m2,disturbedarea_m2_total,permament_dist_m2,X_LONG,Y_LAT,CU_NAME,distance,sst_ersst_lat,sst_ersst_lon,sst_ersst_year,spring_ersst,pdo,pdo.std
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1956,10.1482007,2.317296419,-0.7444606,200,5.298317367,516.465271,527.3570045,2.582326355,0.948690681,0.0056,0.0056,-0.743894225,0,76204.31897,0.750914583,0,0.11894,0.112368,CWH,-1.204268596,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1957,12.45018959,0.29,0.649167733
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1957,10.1482007,2.317296419,-0.7444606,1500,7.313220387,1198.811155,2784.156853,0.799207437,-0.224134746,0.0056,0.0056,-0.743894225,0,76204.31897,0.750914583,0,0.11894,0.112368,CWH,-0.327669103,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1958,13.27657437,0.864166667,1.377032551
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1958,10.1482007,2.317296419,-0.7444606,1500,7.313220387,722.8812337,2427.304622,0.481920822,-0.729975447,0.0056,0.0056,-0.743894225,0,76204.31897,0.750914583,0,0.11894,0.112368,CWH,-0.247814403,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1959,12.05772734,0.274166667,0.629095989
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1966,10.1482007,2.317296419,-0.7444606,750,6.620073207,2714.787176,750.0189755,3.619716234,1.286395634,0.1523,0.1523,0.631760467,0,1602687.053,15.79281983,0,0.11894,0.112368,CWH,-0.657750015,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1967,11.84238625,-0.741666667,-0.658664844
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1967,10.1482007,2.317296419,-0.7444606,1500,7.313220387,1667.448826,1500,1.111632551,0.105829701,0.1523,0.1523,0.631760467,0,1602687.053,15.79281983,0,0.11894,0.112368,CWH,-0.480898093,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1968,11.63494825,-0.154166667,0.086102496
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1968,10.1482007,2.317296419,-0.7444606,1500,7.313220387,3390.656211,1500.148965,2.260437474,0.815558367,0.1523,0.1523,0.631760467,0,1602687.053,15.79281983,0,0.11894,0.112368,CWH,-1.101328705,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1969,11.49504614,-0.344166667,-0.154758431
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1969,10.1482007,2.317296419,-0.7444606,3500,8.160518247,5305.733172,3519.626061,1.515923764,0.416024998,0.314,0.314,2.148075148,1641177.739,3243864.792,31.96492548,0,0.11894,0.112368,CWH,0.096734012,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1970,11.42895889,-0.404166667,-0.230819777
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1970,10.1482007,2.317296419,-0.7444606,2000,7.60090246,3417.285909,2430.871936,1.708642955,0.535699462,0.2984,0.2984,2.00178876,0,3243864.792,31.96492548,0,0.11894,0.112368,CWH,0.105837097,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1971,10.84638214,-1.315833333,-1.386529663
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1971,10.1482007,2.317296419,-0.7444606,1000,6.907755279,2303.162859,1339.739435,2.303162859,0.834283335,0.2984,0.2984,2.00178876,0,3243864.792,31.96492548,0,0.11894,0.112368,CWH,-0.340803929,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1972,11.48064208,-1.144166667,-1.168909703
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1972,10.1482007,2.317296419,-0.7444606,1700,7.43838353,2050.881141,2156.9845,1.206400671,0.187641274,0.3205,0.3205,2.20902781,223721.9386,3467586.731,34.16947331,0,0.11894,0.112368,CWH,-0.276282559,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1973,11.70474458,-1.136666667,-1.159402034
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1973,10.1482007,2.317296419,-0.7444606,4168,8.335191583,1215.774559,6052.812101,0.291692552,-1.232054934,0.3205,0.3205,2.20902781,0,3467586.731,34.16947331,0,0.11894,0.112368,CWH,-0.203552315,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1974,11.49936986,-0.3025,-0.101938053
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1974,10.1482007,2.317296419,-0.7444606,3060,8.026170195,4853.856934,4441.691944,1.586227756,0.461358717,0.3728,0.3728,2.699462305,531113.8417,3998700.573,39.40304976,0,0.11894,0.112368,CWH,0.767079307,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1975,11.35887289,-1.411666667,-1.508016534
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1975,10.1482007,2.317296419,-0.7444606,1200,7.090076836,798.4213286,1551.14558,0.665351107,-0.407440397,0.3508,0.3508,2.493160988,0,3998700.573,39.40304976,0,0.11894,0.112368,CWH,1.228616258,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1976,11.24937081,-0.149166667,0.092440941
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1976,10.1482007,2.317296419,-0.7444606,1500,7.313220387,1755.999075,1951.527279,1.17066605,0.15757286,0.3508,0.3508,2.493160988,0,3998700.573,39.40304976,0,0.11894,0.112368,CWH,1.525698756,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1977,11.71943736,0.045,0.338583906
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1977,10.1482007,2.317296419,-0.7444606,1700,7.43838353,7252.42812,1722.728044,4.266134188,1.450708075,0.3508,0.3508,2.493160988,0,3998700.573,39.40304976,0,0.11894,0.112368,CWH,0.97248298,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1978,12.41822767,0.071666667,0.372388948
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1978,10.1482007,2.317296419,-0.7444606,3300,8.101677747,3094.119367,4693.872078,0.937611929,-0.064419137,0.3508,0.3508,2.493160988,0,3998700.573,39.40304976,0,0.11894,0.112368,CWH,-0.536063578,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1979,11.97913408,0.1075,0.417814474
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1979,10.1482007,2.317296419,-0.7444606,450,6.109247583,930.47509,461.2451253,2.067722422,0.726447722,0.3929,0.3929,2.88794669,427026.6309,4425727.203,43.61095462,0,0.11894,0.112368,CWH,-1.199757138,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1980,12.12250829,0.308333333,0.672408699
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1980,10.1482007,2.317296419,-0.7444606,3000,8.006367568,760.3916201,5750.588688,0.253463873,-1.372533977,0.3198,0.3198,2.202463677,0,4425727.203,43.61095462,0,0.11894,0.112368,CWH,-0.489815906,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1981,11.9083128,0.838333333,1.344283916
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1981,10.1482007,2.317296419,-0.7444606,2300,7.740664402,3428.410288,3219.12739,1.490613169,0.399187558,0.4213,0.4213,3.154262936,1029885.781,5455612.984,53.75941158,0,0.11894,0.112368,CWH,-0.226139061,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1982,11.41413188,-0.2575,-0.044892044
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1982,10.1482007,2.317296419,-0.7444606,1600,7.377758908,1333.477384,2979.404109,0.833423365,-0.182213524,0.4266,0.4266,3.203962799,54145.99423,5509758.978,54.29296424,0,0.11894,0.112368,CWH,0.348745702,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1983,12.94502616,1.248333333,1.864036443
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1983,10.1482007,2.317296419,-0.7444606,1200,7.090076836,217.6590948,1420.052567,0.181382579,-1.707146782,0.4211,0.4211,3.15238747,0,5509758.978,54.29296424,0,0.11894,0.112368,CWH,0.102676163,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1984,11.51842284,0.603333333,1.046376981
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1984,10.1482007,2.317296419,-0.7444606,950,6.856461985,1560.199709,1276.292773,1.642315483,0.496107126,0.4616,0.4616,3.53216944,410745.2107,5920504.189,58.34043258,0,0.11894,0.112368,CWH,0.223899782,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1985,11.81576872,0.026666667,0.315342939
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1985,10.1482007,2.317296419,-0.7444606,2700,7.901007052,174.0161669,3581.215099,0.064450432,-2.741858844,0.4044,0.4044,2.995786015,0,5920504.189,58.34043258,0,0.11894,0.112368,CWH,-0.97589934,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1986,11.94148231,1.0075,1.558734654
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1986,10.1482007,2.317296419,-0.7444606,275,5.616771098,172.0447697,332.7792716,0.625617345,-0.469016366,0.4044,0.4044,2.995786015,0,5920504.189,58.34043258,0,0.11894,0.112368,CWH,0.350838884,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1987,12.17350721,1.136666667,1.722477828
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1987,10.1482007,2.317296419,-0.7444606,325,5.783825182,123.2428893,341.455294,0.37920889,-0.969668064,0.4424,0.4424,3.352124654,385476.7215,6305980.91,62.13890615,0,0.11894,0.112368,CWH,0.886204881,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1988,11.97274232,-0.038333333,0.232943148
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1988,10.1482007,2.317296419,-0.7444606,1500,7.313220387,561.259271,1502.706388,0.374172847,-0.98303743,0.4426,0.4426,3.35400012,1808.41534,6307789.326,62.15672621,0,0.11894,0.112368,CWH,0.908861695,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1989,12.48744106,-0.504166667,-0.357588686
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1989,10.1482007,2.317296419,-0.7444606,180,5.192956851,621.7049195,180.0142931,3.453916219,1.239508723,0.4644,0.4644,3.558425971,221731.7165,6529521.042,64.34166246,0,0.11894,0.112368,CWH,0.159477679,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1990,12.43363953,-0.826666667,-0.766418417
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1990,10.1482007,2.317296419,-0.7444606,148,4.997212274,235.2114552,148.0043217,1.589266589,0.463272645,0.3727,0.3727,2.698524572,0,6529521.042,64.34166246,0,0.11894,0.112368,CWH,-0.746598681,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1991,11.7951262,-0.879166667,-0.832972094
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1991,10.1482007,2.317296419,-0.7444606,170,5.135798437,79.7126514,170.1242434,0.468897949,-0.757370126,0.3727,0.3727,2.698524572,0,6529521.042,64.34166246,0,0.11894,0.112368,CWH,-0.184879116,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1992,13.19639015,0.76,1.244981604
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1992,10.1482007,2.317296419,-0.7444606,493,6.200509174,60.83351336,555.2325502,0.12339455,-2.09236833,0.3701,0.3701,2.674143507,231684.544,6761205.586,66.62467352,0,0.11894,0.112368,CWH,-1.963348731,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1993,12.92836905,1.043333333,1.60416018
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1993,10.1482007,2.317296419,-0.7444606,627,6.440946541,1138.148871,695.5224171,1.815229459,0.596211883,0.3805,0.3805,2.771667766,230154.4623,6991360.049,68.89260721,0,0.11894,0.112368,CWH,-1.75678198,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1994,12.56701422,-0.493333333,-0.343855387
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1994,10.1482007,2.317296419,-0.7444606,81,4.394449155,779.4207933,89.00691826,9.622478929,2.264101916,0.3851,0.3851,2.814803496,47333.05099,7038693.1,69.35902537,0,0.11894,0.112368,CWH,-1.155975113,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1995,13.02759337,0.439166667,0.838264688
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1995,10.1482007,2.317296419,-0.7444606,116,4.753590191,109.2669411,123.987161,0.941956388,-0.059796302,0.3502,0.3502,2.487534588,13279.83584,7051972.935,69.48988438,0,0.11894,0.112368,CWH,-0.567214743,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1996,12.10159683,0.683333333,1.147792108
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1996,10.1482007,2.317296419,-0.7444606,168,5.123963979,35.57136104,168,0.211734292,-1.55242313,0.3502,0.3502,2.487534588,0,7051972.935,69.48988438,0,0.11894,0.112368,CWH,-1.060830111,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1997,13.07086658,1.316666667,1.950661864
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1997,10.1482007,2.317296419,-0.7444606,1063,6.968850378,86.67471741,1107.034416,0.081537834,-2.506688147,0.3502,0.3502,2.487534588,0,7051972.935,69.48988438,0,0.11894,0.112368,CWH,0.890777495,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1998,13.07802773,-0.478333333,-0.324840051
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1998,10.1482007,2.317296419,-0.7444606,702,6.553933404,112.9581669,730.3816318,0.16090907,-1.826915859,0.3407,0.3407,2.398449929,0,7051972.935,69.48988438,0,0.11894,0.112368,CWH,1.48933645,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,1999,11.34975743,-1.843333333,-2.055235657
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,1999,10.1482007,2.317296419,-0.7444606,90,4.49980967,701.773857,91.41386098,7.7974873,2.053801541,0.3415,0.3415,2.405951795,9120.742925,7061093.678,69.57975985,0,0.11894,0.112368,CWH,1.630283549,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2000,12.42564344,-1.125833333,-1.145668736
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,2000,10.1482007,2.317296419,-0.7444606,23,3.135494216,1588.09643,25.05576659,69.04767086,4.234797148,0.3025,0.3025,2.040235823,0,7061093.678,69.57975985,0,0.11894,0.112368,CWH,2.485698085,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2001,11.67556047,-1.134166667,-1.156232812
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,2001,10.1482007,2.317296419,-0.7444606,108,4.682131227,1229.531639,113.383808,11.38455221,2.432257367,0.3025,0.3025,2.040235823,0,7061093.678,69.57975985,0,0.11894,0.112368,CWH,1.919006721,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2002,11.66754055,-0.439166667,-0.275188895
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,2002,10.1482007,2.317296419,-0.7444606,77,4.343805422,128.5808494,81.36056401,1.669881161,0.512752463,0.2518,0.2518,1.564805061,0,7061093.678,69.57975985,0,0.11894,0.112368,CWH,1.714580992,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2003,12.74117541,0.381666667,0.765372566
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,2003,10.1482007,2.317296419,-0.7444606,529,6.270988432,144.3443042,543.8476779,0.272862579,-1.298786985,0.2434,0.2434,1.486035467,0,7061093.678,69.57975985,0,0.11894,0.112368,CWH,0.411012777,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2004,13.25628042,-0.224166667,-0.002635741
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,2004,10.1482007,2.317296419,-0.7444606,2053,7.627057417,18.00368417,2386.520971,0.008769452,-4.736481004,0.2398,0.2398,1.452277069,21175.54867,7082269.227,69.78842294,0,0.11894,0.112368,CWH,-1.271989156,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2005,13.04271531,-0.188333333,0.042789785
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,2005,10.1482007,2.317296419,-0.7444606,505,6.224558429,101.3976288,610.3730209,0.200787384,-1.605508723,0.2008,0.2008,1.086561098,0,7082269.227,69.78842294,0,0.11894,0.112368,CWH,-0.814569619,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2006,12.13037038,-0.350833333,-0.163209692
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,2006,10.1482007,2.317296419,-0.7444606,105,4.65396035,55.3233316,132.4999054,0.526888872,-0.640765621,0.2005,0.2005,1.083747898,0,7082269.227,69.78842294,0,0.11894,0.112368,CWH,-0.24525698,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2007,11.95437551,-0.7025,-0.609013688
CM,CARNATION CREEK,CARNATION CREEK_1254,1254,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,23,CM-10,2007,10.1482007,2.317296419,-0.7444606,120,4.787491743,694.3320533,130.0592796,5.786100444,1.755458566,0.2023,0.2023,1.100627097,17805.86916,7100075.096,69.96388132,0,0.11894,0.112368,CWH,0.876889246,0,FALSE,FALSE,10148200.7,7211777.92,0,-125.0037843,48.91360195,SOUTHWEST VANCOUVER ISLAND,125.3650207,48,-126,2008,10.73393488,-1.663333333,-1.827051621
